2021-10-26 14:30:32.507 | INFO     | __main__:crawl_by_category:46 - 10037059514435	【二星级】德玛仕（DEMASHI）消毒柜家用立式高温消毒碗柜小型台式迷你碗筷奶瓶消毒柜厨房茶杯 168PD-1 5层架【140升大容量】
2021-10-26 14:30:32.507 | INFO     | __main__:crawl_by_category:46 - 100021813802	美的（Midea）消毒柜家用 消毒柜嵌入式  消毒碗柜 家用 厨房餐具 碗筷 紫外线消毒 嵌入式消毒柜 100Q33
2021-10-26 14:30:32.508 | INFO     | __main__:crawl_by_category:46 - 13212475171	纳柏顿（NABAIDUN） 1100-B10商用消毒柜 立式双开门 高温热风循环不锈钢大容量 1100-B10 已升级为子弹脚4层大层架
2021-10-26 14:30:32.513 | INFO     | __main__:crawl_by_category:46 - 32404752897	康佳（KONKA）消毒柜家用立式高温消毒柜商用厨房消毒碗柜大容量双门碗筷消毒碗柜  60型单门（3层）
2021-10-26 14:30:32.516 | INFO     | __main__:crawl_by_category:46 - 32404752898	康佳（KONKA）消毒柜家用立式高温消毒柜商用厨房消毒碗柜大容量双门碗筷消毒碗柜 78型双门（上1层下2层）
2021-10-26 14:30:32.517 | INFO     | __main__:crawl_by_category:46 - 32404752899	康佳（KONKA）消毒柜家用立式高温消毒柜商用厨房消毒碗柜大容量双门碗筷消毒碗柜 108型双门（上2层下2层）
2021-10-26 14:30:32.518 | INFO     | __main__:crawl_by_category:46 - 32404752900	康佳（KONKA）消毒柜家用立式高温消毒柜商用厨房消毒碗柜大容量双门碗筷消毒碗柜 138型双门（上2层下3层）
2021-10-26 14:30:32.518 | INFO     | __main__:crawl_by_category:46 - 32404765701	康佳（KONKA）消毒柜家用立式高温消毒柜商用厨房消毒碗柜大容量双门碗筷消毒碗柜 168型双门（上2层下3层）
2021-10-26 14:30:33.759 | INFO     | __main__:crawl_by_category:38 - 爬取分类:消毒柜	第3页
2021-10-26 14:30:33.852 | INFO     | __main__:crawl_by_category:46 - 38367445062	康佳（KONKA）消毒柜家用立式高温消毒柜商用厨房消毒碗柜大容量双门碗筷消毒碗柜 910型中温保洁柜（左5层右5层）
2021-10-26 14:30:33.853 | INFO     | __main__:crawl_by_category:46 - 46187177983	康佳（KONKA）消毒柜家用立式高温消毒柜商用厨房消毒碗柜大容量双门碗筷消毒碗柜 50型单门（2层）
2021-10-26 14:30:33.854 | INFO     | __main__:crawl_by_category:46 - 72088446088	康佳（KONKA）消毒柜家用立式高温消毒柜商用厨房消毒碗柜大容量双门碗筷消毒碗柜 280型双门K12（中温保洁柜）
2021-10-26 14:30:33.855 | INFO     | __main__:crawl_by_category:46 - 72088446089	康佳（KONKA）消毒柜家用立式高温消毒柜商用厨房消毒碗柜大容量双门碗筷消毒碗柜 380型双门K13（中温保洁柜）
2021-10-26 14:30:33.855 | INFO     | __main__:crawl_by_category:46 - 8303371	康宝(Canbo)消毒柜 家用 小型 立式迷你小型高温双门 厨房餐具消毒碗柜XDZ80-D1（ZTP108D-1）
2021-10-26 14:30:33.856 | INFO     | __main__:crawl_by_category:46 - 100007114611	康宝 Canbo 消毒柜 家用 小型 立式厨房餐具碗筷茶杯台式消毒碗柜 奶瓶婴儿负离子 XDZ70-FW
2021-10-26 14:30:33.856 | INFO     | __main__:crawl_by_category:46 - 100001147517	万和 （Vanward） 全自动嵌入式消毒柜/碗柜  嵌入式 消毒柜 家用 消毒碗柜 消毒柜  ZTD100QE—D3
2021-10-26 14:30:33.858 | INFO     | __main__:crawl_by_category:46 - 100011559473	康宝（Canbo）消毒柜 家用 立式大容量高温碗筷餐具消毒碗柜 大屏数显 暖盘 双开门厨房茶杯 XDZ175-LC5B
2021-10-26 14:30:33.862 | INFO     | __main__:crawl_by_category:46 - 100011680697	康宝 Canbo 消毒柜 家用迷你小型立式台式餐具碗筷桌面消毒碗柜 紫外线消毒奶瓶消毒器带烘干 XDZ48-ZC32
2021-10-26 14:30:33.863 | INFO     | __main__:crawl_by_category:46 - 100021887062	康宝（Canbo）消毒柜 家用立式大容量高温碗筷餐具消毒碗柜 大屏数显 双开门厨房茶杯奶瓶消毒柜 XDZ105-LC5B
